"year","vio","mur","rob","incarc_rate","pb1064","pw1064","pm1029","pop","avginc","density","stateid","shall"
79,811.099975585938,13,333.799987792969,88,5.29974174499512,64.9998168945312,18.4917488098145,23.2568874359131,14.880711555481,0.148738414049149,6,0
80,893.599975585938,14.5,384.200012207031,93,5.59430360794067,64.4382705688477,18.3839664459229,23.8008003234863,14.5430612564087,0.152277365326881,6,0
81,863,13,388.200012207031,98,5.76412200927734,64.1647644042969,18.3301887512207,24.2859363555908,14.4726791381836,0.15538127720356,6,0
82,814.700012207031,11.1999998092651,372.100006103516,114,5.95595741271973,63.594181060791,18.204891204834,24.8200073242188,14.2147674560547,0.15879824757576,6,0
83,772.599975585938,10.5,340.899993896484,135,6.10849189758301,63.0243949890137,18.0080280303955,25.3600234985352,14.4910001754761,0.162253260612488,6,0
84,763.400024414062,10.6000003814697,327.5,150,6.26654767990112,62.4737854003906,17.7938938140869,25.844388961792,15.2739925384521,0.165352240204811,6,0
85,765.299987792969,10.5,327.700012207031,162,6.4192271232605,61.972599029541,17.5841846466064,26.4411125183105,15.6577339172363,0.169170051813126,6,0
86,920.5,11.3000001907349,342.899993896484,181,6.57193613052368,61.4321022033691,17.3514137268066,27.1022415161133,16.0238513946533,0.173399969935417,6,0
87,918,10.6000003814697,301.299987792969,212,6.71257066726685,60.9608268737793,17.132698059082,27.7771530151367,16.3341236114502,0.177718043327332,6,0
88,929.799987792969,10.3999996185303,305.799987792969,231,6.85067319869995,60.5455169677734,16.9279193878174,28.4642524719238,16.5983467102051,0.182114109396935,6,0
89,977.700012207031,10.8999996185303,331.799987792969,257,6.99794912338257,60.1418685913086,16.7849273681641,29.2181606292725,16.6742935180664,0.186937600374222,6,0
90,1045.19995117188,11.8999996185303,377,283,7.15620374679565,60.5382080078125,16.610466003418,29.9501113891602,16.6794185638428,0.192021116614342,6,0
91,1089.90002441406,12.6999998092651,411.299987792969,311,7.26585006713867,59.8616333007812,16.2287216186523,30.4141139984131,16.0995445251465,0.194996014237404,6,0
92,1119.69995117188,12.6999998092651,424.100006103516,318,7.39420557022095,59.4058723449707,15.9038982391357,30.875919342041,16.1326198577881,0.197956830263138,6,0
93,1077.80004882812,13.1000003814697,405.100006103516,339,7.52518510818481,58.8409461975098,15.5911436080933,31.1472072601318,15.796703338623,0.199696153402328,6,0
94,1013,11.8000001907349,356.799987792969,368,7.61895275115967,58.3401374816895,15.2913227081299,31.3171787261963,15.7738561630249,0.200785905122757,6,0
95,966,11.1999998092651,331.200012207031,384,7.71491289138794,57.9189949035645,15.0837736129761,31.4935245513916,16.0203838348389,0.201916515827179,6,0
96,862.700012207031,9.10000038146973,295.600006103516,416,7.80310344696045,57.6422538757324,14.9519605636597,31.7808284759521,16.2325038909912,0.203758522868156,6,0
97,798.299987792969,8,252.5,446,7.90724182128906,57.7113227844238,14.8805713653564,32.2177085876465,16.6067810058594,0.206559523940086,6,0
98,703.700012207031,6.59999990463257,210.600006103516,475,8.00075721740723,57.9136619567871,14.8725566864014,32.6827926635742,17.2693042755127,0.209541350603104,6,0
99,627.200012207031,6,181.100006103516,483,8.08967018127441,58.1497573852539,14.9153594970703,33.1451225280762,17.8538875579834,0.212505504488945,6,0
77,511.899993896484,6.30000019073486,170.699996948242,87,2.02663660049438,72.3789749145508,20.018159866333,2.69614195823669,12.4401483535767,0.0259829051792622,8,0
78,498,7.30000019073486,159.199996948242,89,2.08179426193237,72.4142913818359,19.8079490661621,2.76674795150757,13.0475921630859,0.026663338765502,8,0
79,522.099975585938,5.80000019073486,157,93,2.11509490013123,72.4913101196289,19.5759983062744,2.84923410415649,13.1657114028931,0.0274582616984844,8,0
80,528.599975585938,6.90000009536743,160.100006103516,90,2.20716214179993,72.3798446655273,19.3458957672119,2.90880298614502,13.0680809020996,0.0280786044895649,8,0
81,531.700012207031,8.10000038146973,159.5,96,2.25434398651123,72.3800888061523,19.0392875671387,2.9778950214386,13.3065357208252,0.028745548799634,8,0
82,504.200012207031,6,150.600006103516,92,2.31397676467896,72.2112121582031,18.5597324371338,3.06156897544861,13.3592395782471,0.0295532513409853,8,0
83,476.399993896484,6.40000009536743,126.400001525879,108,2.36894750595093,71.8225326538086,18.0468769073486,3.13362789154053,13.5699996948242,0.0302488338202238,8,0
84,457.799987792969,5.80000019073486,114,109,2.42420554161072,71.46875,17.5274219512939,3.16998696327209,14.1462087631226,0.0305998083204031,8,0
85,471,5.80000019073486,124.199996948242,104,2.49174356460571,71.0928726196289,17.1154708862305,3.20871710777283,14.2752161026001,0.0309736672788858,8,0
86,523.599975585938,7,144.800003051758,103,2.54774832725525,70.6062545776367,16.6470680236816,3.23744702339172,14.3367481231689,0.0312509983778,8,0
87,467.5,5.80000019073486,118.800003051758,115,2.59925079345703,70.1235198974609,16.2241249084473,3.26047801971436,14.3977088928223,0.0314733125269413,8,0
88,472.600006103516,5.69999980926514,98.8000030517578,145,2.64370250701904,69.7196807861328,15.8184108734131,3.26228094100952,14.5539703369141,0.0314907170832157,8,0
89,471.399993896484,4.40000009536743,90,174,2.69871282577515,69.4188995361328,15.4711141586304,3.27582097053528,14.8940439224243,0.0316214188933372,8,0
90,526,4.19999980926514,90.5999984741211,207,2.7509925365448,70.5121459960938,15.2000904083252,3.30386209487915,15.0136861801147,0.0318505950272083,8,0
91,559.299987792969,5.90000009536743,107.400001525879,209,2.79831099510193,70.5401000976562,14.877833366394,3.36756706237793,14.9759969711304,0.0324647352099419,8,0
92,578.799987792969,6.19999980926514,120.5,249,2.82962846755981,70.5875854492188,14.6568994522095,3.45999503135681,15.2273693084717,0.0333557762205601,8,0
93,567.299987792969,5.80000019073486,116.699996948242,256,2.87970638275146,70.7658843994141,14.4605665206909,3.56088399887085,15.520414352417,0.034328393638134,8,0
94,509.600006103516,5.40000009536743,106.900001525879,262,2.92054271697998,70.9648818969727,14.2873802185059,3.65390992164612,15.7906560897827,0.0352252013981342,8,0
95,440.200012207031,5.80000019073486,96.1999969482422,289,2.94757103919983,71.140495300293,14.2117261886597,3.73806095123291,16.2617092132568,0.0360364504158497,8,0
96,404.5,4.69999980926514,98.1999969482422,292,2.97302508354187,71.1971969604492,14.1788158416748,3.81271600723267,16.6566848754883,0.036756157875061,8,0
97,363.200012207031,4,83.3000030517578,322,3.00352597236633,71.1913986206055,14.2007293701172,3.89129304885864,17.3575706481934,0.0375136733055115,8,0
98,377.899993896484,4.59999990463257,81.5,342,3.05842804908752,71.0932312011719,14.2376594543457,3.96896696090698,18.242015838623,0.0382624790072441,8,0
99,340.5,4.59999990463257,75.3000030517578,357,3.09496760368347,71.1978378295898,14.238561630249,4.05613279342651,18.8567333221436,0.0391027964651585,8,0
77,282.299987792969,4.19999980926514,129.5,62,2.62586855888367,69.8311462402344,17.5366096496582,3.08572196960449,14.3225288391113,0.634661078453064,9,0
78,315,4.19999980926514,154.800003051758,53,2.68660950660706,69.8517532348633,17.4405460357666,3.09162902832031,14.8521595001221,0.635875999927521,9,0
79,414.200012207031,4.19999980926514,193.300003051758,70,2.7599925994873,69.8198013305664,17.3373680114746,3.09591388702393,15.0522117614746,0.63675731420517,9,0
80,412.5,4.69999980926514,218,69,2.87802743911743,69.6165084838867,17.2405395507812,3.1131739616394,15.0387506484985,0.63899302482605,9,0
81,448.100006103516,5.40000009536743,246.100006103516,68,2.98740196228027,69.4897384643555,17.1835308074951,3.12883901596069,15.1960391998291,0.642208337783813,9,0
82,399.5,5.19999980926514,208.5,95,3.08377289772034,69.1145172119141,16.9918117523193,3.13901209831238,15.3798952102661,0.644296407699585,9,0
83,375,4.09999990463257,200.600006103516,114,3.17201519012451,68.6565933227539,16.7602634429932,3.16234302520752,15.798999786377,0.649085223674774,9,0
84,393.799987792969,3.90000009536743,190.5,114,3.26148581504822,68.2303237915039,16.4720821380615,3.1800229549408,16.8592205047607,0.65271407365799,9,0
85,402,3.79999995231628,190,119,3.3486008644104,67.7460250854492,16.171142578125,3.20112800598145,17.3745384216309,0.657045960426331,9,0
86,425.799987792969,4.59999990463257,192.199996948242,127,3.43548488616943,67.21826171875,15.8793659210205,3.22373700141907,18.214542388916,0.661686599254608,9,0
87,419,4.90000009536743,178.100006103516,135,3.52370643615723,66.7266006469727,15.5398759841919,3.24729108810425,19.2019138336182,0.66652113199234,9,0
88,455.399993896484,5.40000009536743,187.600006103516,144,3.61749768257141,66.2565994262695,15.2222309112549,3.27195811271667,20.2138938903809,0.671584188938141,9,0
89,511.799987792969,5.90000009536743,214.800003051758,146,3.70499086380005,65.6720809936523,14.8758497238159,3.28340911865234,20.7149906158447,0.673934519290924,9,0
90,553.700012207031,5.09999990463257,234.800003051758,194,3.79002356529236,67.2441253662109,14.5345659255981,3.28905606269836,20.3728332519531,0.678855717182159,9,0
91,539.700012207031,5.69999980926514,224.399993896484,238,3.87798595428467,66.6134033203125,14.1286678314209,3.28864002227783,19.6368522644043,0.678769826889038,9,0
92,495.299987792969,5.09999990463257,210.899993896484,263,3.94946932792664,66.0335235595703,13.7582416534424,3.2749969959259,20.3308486938477,0.675953984260559,9,0
93,456.200012207031,6.30000019073486,196.699996948242,268,4.02579212188721,65.4611358642578,13.4597578048706,3.27232503890991,20.3957786560059,0.675402462482452,9,0
94,455.5,6.59999990463257,187.800003051758,320,4.08142232894897,65.0869293212891,13.1776437759399,3.26834607124329,20.5175037384033,0.674581229686737,9,0
95,405.899993896484,4.59999990463257,163.199996948242,321,4.13295221328735,64.8025436401367,12.9682998657227,3.26529288291931,20.8933372497559,0.673951089382172,9,0
96,412,4.80000019073486,169.600006103516,318,4.20880746841431,64.6881103515625,12.819993019104,3.26703000068665,21.2547187805176,0.674309551715851,9,0
97,390.899993896484,3.79999995231628,152.899993896484,314,4.29947662353516,64.6451568603516,12.7250490188599,3.26851391792297,22.1193981170654,0.674615919589996,9,0
98,366.299987792969,4.09999990463257,133.800003051758,397,4.39197063446045,64.3555221557617,12.7313976287842,3.27256298065186,23.1330718994141,0.675451576709747,9,0
99,345.600006103516,3.29999995231628,123.5,372,4.48076200485229,64.1389465332031,12.7705068588257,3.28203105926514,23.6467132568359,0.677405774593353,9,0
77,382.100006103516,6,157,118,5.74693012237549,64.1575546264648,18.5751285552979,0.591829001903534,13.0089721679688,0.298601925373077,10,0
78,440.700012207031,6.69999980926514,145.5,120,5.840172290802,64.1025161743164,18.4208545684814,0.59477698802948,13.2294235229492,0.300089299678802,10,0
79,537.299987792969,5.69999980926514,129.399993896484,173,5.93950748443604,63.9681549072266,18.253662109375,0.594982028007507,13.1012277603149,0.30019274353981,10,0
80,474.799987792969,6.90000009536743,137,181,6.03964567184448,63.2091102600098,17.9957275390625,0.59491902589798,13.060827255249,0.307929068803787,10,0
81,509,6.69999980926514,141.100006103516,183,6.12362003326416,63.0265579223633,17.8733520507812,0.595970988273621,13.0128078460693,0.308473616838455,10,0
82,559.799987792969,5.30000019073486,122.400001525879,208,6.17138671875,62.5689315795898,17.692476272583,0.599135994911194,13.1342630386353,0.310111820697784,10,0
83,453.100006103516,4.09999990463257,115.300003051758,250,6.21540594100952,62.104175567627,17.4442329406738,0.605414986610413,13.5290002822876,0.313361823558807,10,0
84,435.700012207031,4.09999990463257,116,273,6.2559175491333,61.6669692993164,17.1488285064697,0.611517012119293,14.2085437774658,0.316520184278488,10,0
85,433.299987792969,4.80000019073486,124.300003051758,263,6.29645919799805,61.205207824707,16.858757019043,0.618283987045288,14.8678560256958,0.320022761821747,10,0
86,427,4.90000009536743,124.199996948242,281,6.3404598236084,60.8049926757812,16.5373020172119,0.627556979656219,15.2539281845093,0.324822455644608,10,0
87,430.700012207031,5.09999990463257,122.5,311,6.40467119216919,60.4852447509766,16.2123985290527,0.636956989765167,15.727240562439,0.329687893390656,10,0
88,451.700012207031,5.19999980926514,118.800003051758,326,6.47822284698486,60.1502494812012,15.8567600250244,0.647584974765778,16.2607040405273,0.335188925266266,10,0
89,556.5,5.09999990463257,138.800003051758,331,6.55451774597168,59.8294219970703,15.5185165405273,0.658232986927032,16.8067893981934,0.340700328350067,10,0
90,655.200012207031,5,164.800003051758,333,6.63510036468506,61.4635696411133,15.2090311050415,0.669062972068787,16.4866333007812,0.342231720685959,10,0
91,714.299987792969,5.40000009536743,214.699996948242,323,6.79431867599487,61.0050048828125,14.9247245788574,0.680495023727417,16.3320026397705,0.348079293966293,10,0
92,621.200012207031,4.59999990463257,151.199996948242,344,6.95681285858154,60.5549736022949,14.6549053192139,0.690158009529114,16.3967399597168,0.353022009134293,10,0
93,685.900024414062,5,186.699996948242,390,7.09717988967896,60.1788482666016,14.3943672180176,0.699474990367889,16.4140472412109,0.357787728309631,10,0
94,644.299987792969,4.69999980926514,161.600006103516,394,7.24433088302612,59.7332649230957,14.1836156845093,0.708415985107422,16.4841594696045,0.36236110329628,10,0
95,725,3.5,198.699996948242,400,7.41968488693237,59.4987945556641,13.9676866531372,0.718264997005463,16.605712890625,0.367398977279663,10,0
96,668.299987792969,4.30000019073486,179.899993896484,413,7.57677841186523,59.1742401123047,13.7951288223267,0.727090001106262,16.9163990020752,0.37191304564476,10,0
97,677.900024414062,2.5,179.5,428,7.75416851043701,58.7714157104492,13.6749277114868,0.735023975372314,17.0197467803955,0.375971347093582,10,0
98,762.400024414062,2.79999995231628,194.199996948242,443,7.95077323913574,58.3794975280762,13.5764837265015,0.744065999984741,17.8534202575684,0.380596399307251,10,0
